17.693612,45.743486
17.687488,45.745214
17.692269,45.740742
17.692978,45.738647
17.692341,45.741091
17.692892,45.738801
17.692454,45.741341
17.692319,45.741453
17.692949,45.738975
17.692849,45.739087
17.692632,45.741735
17.692828,45.739233
17.692674,45.741893
17.692784,45.739315
17.692711,45.742061
17.692829,45.739431
17.692759,45.742202
17.692724,45.739582
17.692827,45.742491
17.692638,45.739747
17.692916,45.742606
17.692597,45.73996
17.692907,45.742823
17.6926,45.740229
17.693043,45.742926
17.692588,45.740448
17.69298,45.743131
17.692623,45.740588
17.693058,45.743361
17.692637,45.740693
17.69312,45.743551
17.692745,45.740815
17.693025,45.743787
17.692708,45.740921
17.692916,45.743995
17.692911,45.744131
17.692882,45.744285
17.692844,45.744379
17.692951,45.741425
17.692783,45.744455
17.692984,45.741611
17.692754,45.744659
17.693161,45.741853
17.692721,45.744772
17.693116,45.741974
17.692651,45.74489
17.693197,45.742145
17.69264,45.745
17.693268,45.742416
17.692616,45.745109
17.693334,45.742563
17.692707,45.74543
17.692224,45.747
17.693405,45.74269
17.691852,45.748013
17.6935,45.742907
17.691863,45.748179
17.693655,45.743048
17.691916,45.748264
17.693543,45.743248
17.691856,45.748422
17.693643,45.743386
17.69174,45.748688
17.691654,45.749029
17.693665,45.743648
17.691634,45.749214
17.693583,45.743791
17.691564,45.749262
17.693641,45.744123
17.693544,45.744257
17.693449,45.744406
17.693487,45.744643
17.693306,45.744815
17.693221,45.745076
17.693185,45.745155
17.693199,45.745295
17.693115,45.745445
17.693099,45.745661
17.693014,45.745773
17.693009,45.745919
17.692973,45.74609
17.69291,45.74632
17.692835,45.746509
17.69284,45.74667
17.692768,45.746787
17.692717,45.746939
17.692709,45.747057
17.692615,45.747203
17.692582,45.747365
17.69251,45.747488
17.692457,45.747729
17.692412,45.747842
17.692387,45.748009
17.692626,45.749036
17.690621,45.737747
17.691122,45.737861
17.690682,45.737911
17.690787,45.739333
17.69074,45.738019
17.690662,45.738116
17.690684,45.739771
17.690627,45.738215
17.690604,45.738347
17.690376,45.740464
17.690531,45.738454
17.690338,45.740963
17.69048,45.738633
17.690213,45.741114
17.690152,45.738672
17.690242,45.741233
17.690354,45.738795
17.690151,45.741441
17.690411,45.73894
17.690078,45.741632
17.690109,45.741518
17.690311,45.739039
17.6901,45.741809
17.690244,45.739271
17.690024,45.741965
17.690204,45.739422
17.689923,45.742102
17.690257,45.739624
17.689979,45.742272
17.69016,45.739766
17.68994,45.742402
17.689866,45.742529
17.689867,45.74042
17.689721,45.742814
17.689976,45.740569
17.689713,45.743033
17.689905,45.740705
17.689647,45.743307
17.689883,45.740886
17.689554,45.74338
17.689778,45.741019
17.689515,45.743697
17.689438,45.74386
17.689687,45.741338
17.689432,45.744141
17.689688,45.741462
17.689394,45.7443
17.689612,45.741566
17.689354,45.74444
17.689615,45.741694
17.689501,45.74184
17.688639,45.744795
17.689521,45.741945
17.688252,45.745026
17.688442,45.744918
17.689502,45.742032
17.688061,45.745188
17.68953,45.742123
17.689356,45.742466
17.686509,45.746196
17.689411,45.74256
17.685405,45.746968
17.689379,45.742648
17.685134,45.747138
17.689316,45.742803
17.683915,45.747935
17.68929,45.742894
17.689278,45.742981
17.689272,45.743091
17.689189,45.743312
17.689035,45.743537
17.689054,45.743767
17.689036,45.743922
17.688913,45.744039
17.688843,45.744192
17.688529,45.744422
17.688402,45.744582
17.687983,45.744823
17.687798,45.744911
17.687642,45.745008
17.687519,45.745109
17.687358,45.745301
17.687127,45.745399
17.686949,45.745524
17.686786,45.745647
17.686578,45.745827
17.686422,45.745917
17.685993,45.746116
17.685077,45.745685
17.684959,45.746201
17.684911,45.746365
17.684933,45.746597
17.684901,45.746785
17.684738,45.746909
17.684551,45.747011
17.684374,45.747188
17.68404,45.747342
17.683862,45.747522
17.688922,45.744828
17.689266,45.744911
17.68946,45.744914
17.689654,45.744954
17.69015,45.745027
17.690302,45.745035
17.690385,45.745079
17.690633,45.745091
17.690835,45.745135
17.69097,45.74523
17.691145,45.745217
17.691586,45.74527
17.69187,45.745368
17.692063,45.745334
17.692263,45.745337
17.692428,45.745372
17.691067,45.738028
17.691799,45.738124
17.691888,45.738113
17.692131,45.738194
17.692333,45.738224
17.692501,45.73823
17.692687,45.738208
17.692984,45.738346
17.693185,45.738316
17.69347,45.738333
17.693693,45.73841
17.694063,45.73843
17.694972,45.738565
17.689653,45.767946
17.689608,45.768156
17.689578,45.768342
17.932578,45.518177
17.932946,45.52128
17.934633,45.52091
17.933689,45.521105
17.932657,45.519159
17.932073,45.519882
17.932405,45.520191
17.932548,45.520484
17.932681,45.520988
17.932575,45.521307
17.932109,45.521407
17.931562,45.521524
17.930698,45.521196
17.931293,45.521598
17.931065,45.521651
17.93058,45.521048
17.930574,45.521695
17.930359,45.520838
17.930396,45.521397
17.93023,45.521178
17.930307,45.520738
17.930132,45.521069
17.930169,45.520501
17.929819,45.5207
17.930068,45.520428
17.929648,45.520613
17.93001,45.520368
17.92935,45.5204
